Time;Bx;By;Bz;I;Azimuth;Pitch;Roll;
1151.8440;11.1742;16.1070;−10.7567;0.0000;−31.847;−8.579;1.368;
1151.9040;11.1742;16.1070;−10.7567;0.0000;−32.444;−7.841;0.477;
1151.9740;11.1742;16.1070;−10.7567;0.0000;−32.439;−8.804;0.055;
1151.9920;11.1742;16.1070;−10.7567;0.0000;−32.439;−8.804;0.055;
1152.0470;11.1742;16.1070;−10.7567;0.0000;−32.897;−8.324;−0.694;
1152.0480;11.9845;16.6278;−10.6425;0.0000;−33.978;−8.324;−0.694;
1152.1140;11.9845;16.6278;−10.6425;0.0000;−34.131;−8.740;−1.228;
1152.1840;11.9845;16.6278;−10.6425;0.0000;−34.117;−8.846;−1.243;
1152.1930;11.9845;16.6278;−10.6425;0.0000;−34.117;−8.846;−1.243;
1152.2440;12.2487;16.3681;−10.3730;0.0000;−35.126;−8.846;−1.243;
1152.2540;12.2487;16.3681;−10.3730;0.0000;−34.521;−8.312;0.381;
1152.3240;12.2487;16.3681;−10.3730;0.0000;−34.949;−8.672;−0.755;
1152.3920;12.2487;16.3681;−10.3730;0.0000;−34.949;−8.672;−0.755;
1152.3940;12.2487;16.3681;−10.3730;0.0000;−35.106;−8.740;−1.149;
1152.4440;11.6225;16.3146;−10.2204;0.0000;−33.832;−8.740;−1.149;
1152.4640;11.6225;16.3146;−10.2204;0.0000;−33.431;−8.441;−0.108;
1152.5340;11.6225;16.3146;−10.2204;0.0000;−33.399;−8.011;0.159;
1152.5920;11.6225;16.3146;−10.2204;0.0000;−33.399;−8.011;0.159;
1152.6040;11.6225;16.3146;−10.2204;0.0000;−33.263;−8.668;0.165;
1152.6490;11.9456;17.0233;−9.9104;0.0000;−33.033;−8.668;0.165;
1152.6740;11.9456;17.0233;−9.9104;0.0000;−33.101;−8.303;0.161;
1152.7440;11.9456;17.0233;−9.9104;0.0000;−33.246;−8.507;−0.269;
1152.7920;11.9456;17.0233;−9.9104;0.0000;−33.246;−8.507;−0.269;
1152.8140;11.9456;17.0233;−9.9104;0.0000;−33.193;−8.425;−0.108;
1152.8440;12.1896;16.7808;−9.9766;0.0000;−34.061;−8.425;−0.108;
1152.8840;12.1896;16.7808;−9.9766;0.0000;−33.796;−8.376;0.534;
1152.9540;12.1896;16.7808;−9.9766;0.0000;−34.009;−8.950;−0.217;
1152.9920;12.1896;16.7808;−9.9766;0.0000;−34.009;−8.950;−0.217;
1153.0240;12.1896;16.7808;−9.9766;0.0000;−34.070;−8.380;−0.108;
1153.0440;11.9261;16.3866;−10.2331;0.0000;−34.015;−8.380;−0.108;
1153.0940;11.9261;16.3866;−10.2331;0.0000;−33.989;−8.628;−0.162;
1153.1640;11.9261;16.3866;−10.2331;0.0000;−33.747;−8.632;0.381;
1153.1920;11.9261;16.3866;−10.2331;0.0000;−33.747;−8.632;0.381;
1153.2340;11.9261;16.3866;−10.2331;0.0000;−33.697;−8.649;0.484;
1153.2440;12.3245;16.1695;−10.0458;0.0000;−34.950;−8.649;0.484;
1153.3040;12.3245;16.1695;−10.0458;0.0000;−35.244;−8.702;−0.215;
1153.3740;12.3245;16.1695;−10.0458;0.0000;−35.269;−8.579;−0.217;
1153.3920;12.3245;16.1695;−10.0458;0.0000;−35.269;−8.579;−0.217;
1153.4450;12.3245;16.1695;−10.0458;0.0000;−35.022;−8.872;0.217;
1153.4470;12.0086;16.5988;−10.1048;0.0000;−33.675;−8.872;0.217;
1153.5140;12.0086;16.5988;−10.1048;0.0000;−33.718;−8.415;0.322;
1153.5840;12.0086;16.5988;−10.1048;0.0000;−33.578;−9.507;0.165;
1153.5920;12.0086;16.5988;−10.1048;0.0000;−33.578;−9.507;0.165;
1153.6440;12.2192;15.6737;−10.5872;0.0000;−35.303;−9.507;0.165;
1153.6540;12.2192;15.6737;−10.5872;0.0000;−35.492;−8.767;0.108;
1153.7240;12.2192;15.6737;−10.5872;0.0000;−35.468;−8.872;0.108;
1153.7930;12.2192;15.6737;−10.5872;0.0000;−35.468;−8.872;0.108;
1153.7940;12.2192;15.6737;−10.5872;0.0000;−35.500;−9.071;−0.055;
1153.8440;12.1788;16.1403;−10.7279;0.0000;−34.662;−9.071;−0.055;
1153.8640;12.1788;16.1403;−10.7279;0.0000;−34.595;−9.391;−0.055;
1153.9340;12.1788;16.1403;−10.7279;0.0000;−34.602;−8.122;0.524;
1153.9940;12.1788;16.1403;−10.7279;0.0000;−34.602;−8.122;0.524;
1154.0040;12.1788;16.1403;−10.7279;0.0000;−34.687;−8.608;0.108;
1154.0440;12.2818;16.2543;−10.2938;0.0000;−34.842;−8.608;0.108;
1154.0740;12.2818;16.2543;−10.2938;0.0000;−34.971;−8.795;−0.270;
1154.1440;12.2818;16.2543;−10.2938;0.0000;−35.085;−8.356;−0.324;
1154.1920;12.2818;16.2543;−10.2938;0.0000;−35.085;−8.356;−0.324;
1154.2140;12.2818;16.2543;−10.2938;0.0000;−35.100;−8.882;−0.604;
1154.2440;12.1548;16.6694;−9.7340;0.0000;−34.323;−8.882;−0.604;
1154.2840;12.1548;16.6694;−9.7340;0.0000;−34.224;−8.296;−0.108;
1154.3540;12.1548;16.6694;−9.7340;0.0000;−34.179;−8.417;−0.054;
1154.3920;12.1548;16.6694;−9.7340;0.0000;−34.179;−8.417;−0.054;
1154.4240;12.1548;16.6694;−9.7340;0.0000;−34.094;−8.153;0.268;
1154.4440;12.0703;16.1893;−9.6729;0.0000;−34.640;−8.153;0.268;
1154.4940;12.0703;16.1893;−9.6729;0.0000;−34.624;−8.584;0.108;
1154.5640;12.0703;16.1893;−9.6729;0.0000;−34.768;−8.791;−0.326;
1154.5920;12.0703;16.1893;−9.6729;0.0000;−34.768;−8.791;−0.326;
1154.6340;12.0703;16.1893;−9.6729;0.0000;−34.455;−8.160;0.698;
1154.6440;12.4138;16.0600;−9.5850;0.0000;−35.436;−8.160;0.698;
1154.7040;12.4138;16.0600;−9.5850;0.0000;−35.564;−8.419;0.272;
1154.7740;12.4138;16.0600;−9.5850;0.0000;−35.628;−8.100;0.268;
1154.7920;12.4138;16.0600;−9.5850;0.0000;−35.628;−8.100;0.268;
1154.8450;12.4138;16.0600;−9.5850;0.0000;−35.621;−8.947;−0.109;
1154.8470;12.0987;16.0209;−10.1612;0.0000;−34.851;−8.947;−0.109;
1154.9140;12.0987;16.0209;−10.1612;0.0000;−35.049;−7.988;−0.106;
1154.9840;12.0987;16.0209;−10.1612;0.0000;−35.099;−8.672;−0.546;
1154.9920;12.0987;16.0209;−10.1612;0.0000;−35.099;−8.672;−0.546;
1155.0440;12.4101;15.8157;−10.0339;0.0000;−36.130;−8.672;−0.546;
1155.0540;12.4101;15.8157;−10.0339;0.0000;−35.867;−8.243;0.269;
1155.1240;12.4101;15.8157;−10.0339;0.0000;−36.059;−8.335;−0.217;
1155.1930;12.4101;15.8157;−10.0339;0.0000;−36.059;−8.335;−0.217;
1155.1940;12.4101;15.8157;−10.0339;0.0000;−36.053;−8.251;−0.162;
1155.2440;12.2862;15.6958;−10.3434;0.0000;−35.900;−8.251;−0.162;
1155.2640;12.2862;15.6958;−10.3434;0.0000;−35.903;−8.349;−0.216;
1155.3340;12.2862;15.6958;−10.3434;0.0000;−35.705;−8.587;0.109;
1155.3920;12.2862;15.6958;−10.3434;0.0000;−35.705;−8.587;0.109;
1155.4040;12.2862;15.6958;−10.3434;0.0000;−35.776;−8.266;0.108;
1155.4440;12.3309;15.5922;−9.7714;0.0000;−36.175;−8.266;0.108;
1155.4740;12.3309;15.5922;−9.7714;0.0000;−36.393;−8.546;−0.542;
1155.5440;12.3309;15.5922;−9.7714;0.0000;−36.042;−8.791;0.163;
1155.5920;12.3309;15.5922;−9.7714;0.0000;−36.042;−8.791;0.163;
1155.6140;12.3309;15.5922;−9.7714;0.0000;−36.095;−8.648;0.109;
1155.6440;12.3676;15.4437;−9.5473;0.0000;−36.471;−8.648;0.109;
1155.6840;12.3676;15.4437;−9.5473;0.0000;−36.620;−8.476;−0.161;
1155.7540;12.3676;15.4437;−9.5473;0.0000;−36.548;−8.608;−0.054;
1155.7920;12.3676;15.4437;−9.5473;0.0000;−36.548;−8.608;−0.054;
1155.8240;12.3676;15.4437;−9.5473;0.0000;−36.384;−8.509;0.380;
1155.8440;12.1941;15.6508;−9.2667;0.0000;−35.736;−8.509;0.380;
1155.8940;12.1941;15.6508;−9.2667;0.0000;−36.088;−8.304;−0.378;
1155.9640;12.1941;15.6508;−9.2667;0.0000;−36.001;−8.890;−0.440;
1155.9920;12.1941;15.6508;−9.2667;0.0000;−36.001;−8.890;−0.440;
1156.0340;12.1941;15.6508;−9.2667;0.0000;−35.863;−8.100;0.268;
1156.0450;12.3271;15.8350;−9.9322;0.0000;−35.709;−8.100;0.268;
1156.1030;12.3271;15.8350;−9.9322;0.0000;−35.662;−8.318;0.268;
1156.1730;12.3271;15.8350;−9.9322;0.0000;−35.807;−7.963;0.108;
1156.1910;12.3271;15.8350;−9.9322;0.0000;−35.807;−7.963;0.108;
1156.2450;12.3271;15.8350;−9.9322;0.0000;−35.841;−8.358;−0.163;
1156.2450;9.1567;12.9049;−9.9220;0.0000;−32.884;−8.358;−0.163;
1156.3140;9.1567;12.9049;−9.9220;0.0000;−33.167;−7.913;−0.481;
1156.3840;9.1567;12.9049;−9.9220;0.0000;−32.910;−8.031;−0.054;
1156.3910;9.1567;12.9049;−9.9220;0.0000;−32.910;−8.031;−0.054;
1156.4440;7.2439;11.9002;−10.3906;0.0000;−28.727;−8.031;−0.054;
1156.4540;7.2439;11.9002;−10.3906;0.0000;−28.462;−8.122;0.323;
1156.5240;7.2439;11.9002;−10.3906;0.0000;−28.612;−7.830;0.214;
1156.5920;7.2439;11.9002;−10.3906;0.0000;−28.612;−7.830;0.214;
1156.5940;7.2439;11.9002;−10.3906;0.0000;−28.424;−8.507;0.220;
1156.6440;6.3978;12.7317;−10.7686;0.0000;−24.133;−8.507;0.220;
1156.6640;6.3978;12.7317;−10.7686;0.0000;−24.396;−7.851;0.054;
1156.7340;6.3978;12.7317;−10.7686;0.0000;−24.251;−8.160;0.162;
1156.7910;6.3978;12.7317;−10.7686;0.0000;−24.251;−8.160;0.162;
1156.8030;6.3978;12.7317;−10.7686;0.0000;−24.326;−7.703;0.214;
1156.8440;8.2992;13.5030;−10.8619;0.0000;−29.094;−7.703;0.214;
1156.8740;8.2992;13.5030;−10.8619;0.0000;−29.330;−8.017;−0.323;
1156.9440;8.2992;13.5030;−10.8619;0.0000;−29.079;−8.388;−0.054;
1156.9920;8.2992;13.5030;−10.8619;0.0000;−29.079;−8.388;−0.054;
1157.0140;8.2992;13.5030;−10.8619;0.0000;−29.066;−7.686;0.268;
1157.0440;10.2757;14.8113;−11.1277;0.0000;−32.298;−7.686;0.268;
1157.0840;10.2757;14.8113;−11.1277;0.0000;−32.531;−8.002;−0.322;
1157.1540;10.2757;14.8113;−11.1277;0.0000;−32.494;−8.160;−0.326;
1157.1920;10.2757;14.8113;−11.1277;0.0000;−32.494;−8.160;−0.326;
1157.2240;10.2757;14.8113;−11.1277;0.0000;−32.241;−8.024;0.215;
1157.2440;11.5015;15.3425;−10.9916;0.0000;−34.407;−8.024;0.215;
1157.2940;11.5015;15.3425;−10.9916;0.0000;−34.533;−7.518;0.213;
1157.3640;11.5015;15.3425;−10.9916;0.0000;−34.668;−8.153;−0.381;
1157.3920;11.5015;15.3425;−10.9916;0.0000;−34.668;−8.153;−0.381;
1157.4340;11.5015;15.3425;−10.9916;0.0000;−34.603;−7.449;0.106;
1157.4440;11.3588;16.4206;−10.9848;0.0000;−32.630;−7.449;0.106;
1157.5040;11.3588;16.4206;−10.9848;0.0000;−32.523;−7.928;0.107;
1157.5740;11.3588;16.4206;−10.9848;0.0000;−32.185;−8.022;0.764;
1157.5920;11.3588;16.4206;−10.9848;0.0000;−32.185;−8.022;0.764;
1157.6440;11.3588;16.4206;−10.9848;0.0000;−32.783;−7.224;−0.107;
1157.6450;11.3672;16.6410;−10.6075;0.0000;−32.549;−7.224;−0.107;
1157.7140;11.3672;16.6410;−10.6075;0.0000;−32.347;−7.479;0.213;
1157.7840;11.3672;16.6410;−10.6075;0.0000;−32.429;−7.680;−0.054;
1157.7920;11.3672;16.6410;−10.6075;0.0000;−32.429;−7.680;−0.054;
1157.8440;11.9596;17.0709;−10.6217;0.0000;−33.137;−7.680;−0.054;
1157.8540;11.9596;17.0709;−10.6217;0.0000;−33.002;−7.630;0.270;
1157.9240;11.9596;17.0709;−10.6217;0.0000;−32.871;−7.124;0.796;
1157.9930;11.9596;17.0709;−10.6217;0.0000;−32.871;−7.124;0.796;
1157.9940;11.9596;17.0709;−10.6217;0.0000;−33.180;−7.584;−0.108;
1158.0440;11.7384;17.1193;−10.4204;0.0000;−32.662;−7.584;−0.108;
1158.0640;11.7384;17.1193;−10.4204;0.0000;−32.632;−7.378;0.054;
1158.1340;11.7384;17.1193;−10.4204;0.0000;−32.627;−7.402;0.054;
1158.1920;11.7384;17.1193;−10.4204;0.0000;−32.627;−7.402;0.054;
1158.2040;11.7384;17.1193;−10.4204;0.0000;−32.666;−7.679;−0.161;
1158.2440;11.7503;17.3059;−10.0105;0.0000;−32.506;−7.679;−0.161;
1158.2740;11.7503;17.3059;−10.0105;0.0000;−32.479;−7.337;0.054;
1158.3440;11.7503;17.3059;−10.0105;0.0000;−32.229;−7.801;0.436;
1158.3920;11.7503;17.3059;−10.0105;0.0000;−32.229;−7.801;0.436;
1158.4140;11.7503;17.3059;−10.0105;0.0000;−32.396;−7.296;0.268;
1158.4440;11.3911;17.0780;−10.2127;0.0000;−31.872;−7.296;0.268;
1158.4840;11.3911;17.0780;−10.2127;0.0000;−31.860;−7.475;0.215;
1158.5540;11.3911;17.0780;−10.2127;0.0000;−31.883;−7.478;0.162;
1158.5920;11.3911;17.0780;−10.2127;0.0000;−31.883;−7.478;0.162;
1158.6240;11.3911;17.0780;−10.2127;0.0000;−31.782;−8.001;0.163;
1158.6440;11.5586;17.0703;−10.4148;0.0000;−32.129;−8.001;0.163;
1158.6940;11.5586;17.0703;−10.4148;0.0000;−32.489;−7.144;−0.264;
1158.7640;11.5586;17.0703;−10.4148;0.0000;−32.307;−7.836;−0.165;
1158.7920;11.5586;17.0703;−10.4148;0.0000;−32.307;−7.836;−0.165;
1158.8350;11.5586;17.0703;−10.4148;0.0000;−32.291;−7.427;0.053;
1158.8440;11.3039;17.0840;−10.5198;0.0000;−31.679;−7.427;0.053;
1158.9040;11.3039;17.0840;−10.5198;0.0000;−31.450;−7.584;0.487;
1158.9740;11.3039;17.0840;−10.5198;0.0000;−31.453;−7.570;0.486;
1158.9920;11.3039;17.0840;−10.5198;0.0000;−31.453;−7.570;0.486;
1159.0450;11.3039;17.0840;−10.5198;0.0000;−31.616;−7.496;0.162;
1159.0470;11.1376;17.7647;−10.2787;0.0000;−30.369;−7.496;0.162;
1159.1140;11.1376;17.7647;−10.2787;0.0000;−30.447;−7.986;−0.217;
1159.1840;11.1376;17.7647;−10.2787;0.0000;−30.305;−7.210;0.426;
1159.1920;11.1376;17.7647;−10.2787;0.0000;−30.305;−7.210;0.426;
1159.2440;11.6343;17.1641;−10.0776;0.0000;−32.272;−7.210;0.426;
1159.2540;11.6343;17.1641;−10.0776;0.0000;−32.321;−7.545;0.163;
1159.3240;11.6343;17.1641;−10.0776;0.0000;−32.202;−7.683;0.378;
1159.3920;11.6343;17.1641;−10.0776;0.0000;−32.202;−7.683;0.378;
1159.3940;11.6343;17.1641;−10.0776;0.0000;−32.224;−7.330;0.484;
1159.4440;11.1776;17.0853;−9.9763;0.0000;−31.320;−7.330;0.484;
1159.4640;11.1776;17.0853;−9.9763;0.0000;−31.541;−7.397;−0.054;
1159.5340;11.1776;17.0853;−9.9763;0.0000;−31.459;−7.337;0.162;
1159.5920;11.1776;17.0853;−9.9763;0.0000;−31.459;−7.337;0.162;
1159.6040;11.1776;17.0853;−9.9763;0.0000;−31.427;−7.758;0.054;
1159.6440;11.4398;17.2781;−10.2676;0.0000;−31.699;−7.758;0.054;
1159.6740;11.4398;17.2781;−10.2676;0.0000;−31.674;−7.277;0.323;
1159.7440;11.4398;17.2781;−10.2676;0.0000;−31.812;−7.538;−0.108;
1159.7920;11.4398;17.2781;−10.2676;0.0000;−31.812;−7.538;−0.108;
1159.8140;11.4398;17.2781;−10.2676;0.0000;−31.609;−7.250;0.482;
1159.8440;11.2497;17.4000;−10.2584;0.0000;−31.015;−7.250;0.482;
1159.8840;11.2497;17.4000;−10.2584;0.0000;−31.108;−7.257;0.268;
1159.9540;11.2497;17.4000;−10.2584;0.0000;−31.160;−7.478;0.054;
1159.9920;11.2497;17.4000;−10.2584;0.0000;−31.160;−7.478;0.054;
1160.0240;11.2497;17.4000;−10.2584;0.0000;−31.157;−7.496;0.054;
1160.0440;11.1146;17.7938;−10.4217;0.0000;−30.301;−7.496;0.054;
1160.0940;11.1146;17.7938;−10.4217;0.0000;−30.217;−7.567;0.214;
1160.1640;11.1146;17.7938;−10.4217;0.0000;−30.255;−7.231;0.269;
1160.1920;11.1146;17.7938;−10.4217;0.0000;−30.255;−7.231;0.269;
1160.2340;11.1146;17.7938;−10.4217;0.0000;−30.409;−7.690;−0.271;
1160.2440;11.2408;17.1563;−10.3283;0.0000;−31.563;−7.690;−0.271;
1160.3040;11.2408;17.1563;−10.3283;0.0000;−31.576;−7.619;−0.268;
1160.3740;11.2408;17.1563;−10.3283;0.0000;−31.432;−7.499;0.109;
1160.3920;11.2408;17.1563;−10.3283;0.0000;−31.432;−7.499;0.109;
1160.4450;11.2408;17.1563;−10.3283;0.0000;−31.370;−7.570;0.216;
1160.4460;11.1353;17.0783;−10.0673;0.0000;−31.287;−7.570;0.216;
1160.5140;11.1353;17.0783;−10.0673;0.0000;−31.428;−7.574;−0.107;
1160.5840;11.1353;17.0783;−10.0673;0.0000;−31.348;−7.879;−0.054;
1160.5920;11.1353;17.0783;−10.0673;0.0000;−31.348;−7.879;−0.054;
1160.6440;10.1499;15.8825;−10.9741;0.0000;−30.519;−7.879;−0.054;
1160.6540;10.1499;15.8825;−10.9741;0.0000;−30.454;−7.311;0.324;
1160.7250;10.1499;15.8825;−10.9741;0.0000;−30.468;−7.736;0.108;
1160.7930;10.1499;15.8825;−10.9741;0.0000;−30.468;−7.736;0.108;
1160.7940;10.1499;15.8825;−10.9741;0.0000;−30.403;−7.782;0.216;
1160.8470;11.1031;16.4192;−11.2031;0.0000;−31.870;−7.782;0.216;
1160.8870;11.1031;16.4192;−11.2031;0.0000;−31.811;−7.570;0.432;
1160.9330;11.1031;16.4192;−11.2031;0.0000;−31.868;−7.556;0.323;
1160.9920;11.1031;16.4192;−11.2031;0.0000;−31.868;−7.556;0.323;
1161.0040;11.1031;16.4192;−11.2031;0.0000;−31.944;−7.690;0.108;
1161.0450;11.3699;17.1729;−11.2679;0.0000;−31.486;−7.690;0.108;
1161.0740;11.3699;17.1729;−11.2679;0.0000;−31.349;−7.962;0.273;
1161.1440;11.3699;17.1729;−11.2679;0.0000;−31.570;−7.190;0.159;
1161.1920;11.3699;17.1729;−11.2679;0.0000;−31.570;−7.190;0.159;
1161.2140;11.3699;17.1729;−11.2679;0.0000;−31.543;−7.792;−0.055;
1161.2450;11.2137;17.0062;−10.5685;0.0000;−31.549;−7.792;−0.055;
1161.2840;11.2137;17.0062;−10.5685;0.0000;−31.463;−7.255;0.370;
1161.3540;11.2137;17.0062;−10.5685;0.0000;−31.500;−7.542;0.161;
1161.3920;11.2137;17.0062;−10.5685;0.0000;−31.500;−7.542;0.161;
1161.4240;11.2137;17.0062;−10.5685;0.0000;−31.624;−7.663;−0.164;
1161.4440;11.4826;16.8459;−10.3357;0.0000;−32.502;−7.663;−0.164;
1161.4940;11.4826;16.8459;−10.3357;0.0000;−32.424;−7.447;0.107;
1161.5640;11.4826;16.8459;−10.3357;0.0000;−32.232;−7.443;0.538;
1161.5920;11.4826;16.8459;−10.3357;0.0000;−32.232;−7.443;0.538;
1161.6340;11.4826;16.8459;−10.3357;0.0000;−32.276;−7.464;0.432;
1161.6440;11.5125;17.3390;−10.7799;0.0000;−31.568;−7.464;0.432;
1161.7040;11.5125;17.3390;−10.7799;0.0000;−31.633;−7.514;0.268;
1161.7740;11.5125;17.3390;−10.7799;0.0000;−31.757;−7.751;−0.108;
1161.7920;11.5125;17.3390;−10.7799;0.0000;−31.757;−7.751;−0.108;
1161.8450;11.5125;17.3390;−10.7799;0.0000;−31.603;−7.178;0.485;
1161.8460;11.4609;17.6478;−10.7291;0.0000;−31.081;−7.178;0.485;
1161.9140;11.4609;17.6478;−10.7291;0.0000;−31.133;−7.404;0.270;
1161.9840;11.4609;17.6478;−10.7291;0.0000;−31.063;−7.270;0.484;
1161.9920;11.4609;17.6478;−10.7291;0.0000;−31.063;−7.270;0.484;
1162.0440;11.4275;17.2655;−10.6151;0.0000;−31.526;−7.270;0.484;
1162.0540;11.4275;17.2655;−10.6151;0.0000;−31.866;−7.390;−0.323;
1162.1240;11.4275;17.2655;−10.6151;0.0000;−31.409;−7.466;0.653;
1162.1930;11.4275;17.2655;−10.6151;0.0000;−31.409;−7.466;0.653;
1162.1940;11.4275;17.2655;−10.6151;0.0000;−31.551;−6.802;0.641;
1162.2440;11.2196;17.3475;−10.7427;0.0000;−30.944;−6.802;0.641;
1162.2640;11.2196;17.3475;−10.7427;0.0000;−31.181;−7.450;−0.162;
1162.3340;11.2196;17.3475;−10.7427;0.0000;−31.048;−7.872;−0.054;
1162.3920;11.2196;17.3475;−10.7427;0.0000;−31.048;−7.872;−0.054;
1162.4040;11.2196;17.3475;−10.7427;0.0000;−30.959;−6.959;0.538;
1162.4440;11.6736;17.6193;−10.3484;0.0000;−31.682;−6.959;0.538;
1162.4740;11.6736;17.6193;−10.3484;0.0000;−31.680;−7.330;0.377;
1162.5440;11.6736;17.6193;−10.3484;0.0000;−31.755;−7.424;0.162;
1162.5920;11.6736;17.6193;−10.3484;0.0000;−31.755;−7.424;0.162;
1162.6140;11.6736;17.6193;−10.3484;0.0000;−31.738;−7.151;0.322;
1162.6440;11.5786;17.5838;−10.2456;0.0000;−31.595;−7.151;0.322;
1162.6840;11.5786;17.5838;−10.2456;0.0000;−31.547;−7.039;0.482;
1162.7540;11.5786;17.5838;−10.2456;0.0000;−31.700;−7.452;−0.054;
1162.7960;11.5786;17.5838;−10.2456;0.0000;−31.700;−7.452;−0.054;
1162.8240;11.5786;17.5838;−10.2456;0.0000;−31.603;−7.473;0.163;
1162.8440;11.5333;17.7327;−10.5515;0.0000;−31.247;−7.473;0.163;
1162.8940;11.5333;17.7327;−10.5515;0.0000;−31.247;−6.652;0.526;
1162.9640;11.5333;17.7327;−10.5515;0.0000;−31.229;−7.441;0.218;
1162.9920;11.5333;17.7327;−10.5515;0.0000;−31.229;−7.441;0.218;
1163.0340;11.5333;17.7327;−10.5515;0.0000;−31.382;−7.026;0.053;
1163.0440;10.6977;17.5849;−9.8793;0.0000;−29.801;−7.026;0.053;
1163.1040;10.6977;17.5849;−9.8793;0.0000;−29.825;−7.151;−0.054;
1163.1740;10.6977;17.5849;−9.8793;0.0000;−29.558;−7.462;0.438;
1163.1920;10.6977;17.5849;−9.8793;0.0000;−29.558;−7.462;0.438;
1163.2450;10.6977;17.5849;−9.8793;0.0000;−29.497;−6.789;0.853;
1163.2470;11.1599;17.5323;−9.9794;0.0000;−30.612;−6.789;0.853;
1163.3140;11.1599;17.5323;−9.9794;0.0000;−30.461;−7.565;0.870;
1163.3840;11.1599;17.5323;−9.9794;0.0000;−30.685;−7.257;0.483;
1163.3920;11.1599;17.5323;−9.9794;0.0000;−30.685;−7.257;0.483;
1163.4440;11.6962;17.1286;−9.7573;0.0000;−32.490;−7.257;0.483;
1163.4540;11.6962;17.1286;−9.7573;0.0000;−32.488;−7.025;0.593;
1163.5240;11.6962;17.1286;−9.7573;0.0000;−32.404;−7.218;0.704;
1163.5920;11.6962;17.1286;−9.7573;0.0000;−32.404;−7.218;0.704;
1163.5940;11.6962;17.1286;−9.7573;0.0000;−32.582;−7.244;0.270;
1163.6440;11.4049;17.2746;−9.9520;0.0000;−31.688;−7.244;0.270;
1163.6640;11.4049;17.2746;−9.9520;0.0000;−31.681;−7.289;0.267;
1163.7340;11.4049;17.2746;−9.9520;0.0000;−31.688;−6.895;0.426;
1163.7920;11.4049;17.2746;−9.9520;0.0000;−31.688;−6.895;0.426;
1163.8040;11.4049;17.2746;−9.9520;0.0000;−31.789;−7.078;0.109;
1163.8440;11.3792;17.0105;−9.8946;0.0000;−32.111;−7.078;0.109;
1163.8740;11.3792;17.0105;−9.8946;0.0000;−32.010;−7.118;0.325;
1163.9440;11.3792;17.0105;−9.8946;0.0000;−31.991;−7.098;0.378;
1163.9920;11.3792;17.0105;−9.8946;0.0000;−31.991;−7.098;0.378;
1164.0140;11.3792;17.0105;−9.8946;0.0000;−32.088;−7.198;0.108;
1164.0440;11.7712;17.2243;−10.2286;0.0000;−32.604;−7.198;0.108;
1164.0840;11.7712;17.2243;−10.2286;0.0000;−32.584;−7.303;0.107;
1164.1540;11.7712;17.2243;−10.2286;0.0000;−32.411;−7.111;0.591;
1164.1920;11.7712;17.2243;−10.2286;0.0000;−32.411;−7.111;0.591;
1164.2240;11.7712;17.2243;−10.2286;0.0000;−32.351;−7.519;0.544;
1164.2440;11.8164;17.2297;−10.5296;0.0000;−32.382;−7.519;0.544;
1164.2940;11.8164;17.2297;−10.5296;0.0000;−32.576;−6.948;0.373;
1164.3640;11.8164;17.2297;−10.5296;0.0000;−32.520;−7.205;0.378;
1164.3920;11.8164;17.2297;−10.5296;0.0000;−32.520;−7.205;0.378;
1164.4340;11.8164;17.2297;−10.5296;0.0000;−32.344;−7.591;0.596;
1164.4440;11.6201;17.5519;−10.3955;0.0000;−31.497;−7.591;0.596;
1164.5040;11.6201;17.5519;−10.3955;0.0000;−31.508;−7.285;0.705;
1164.5740;11.6201;17.5519;−10.3955;0.0000;−31.546;−7.343;0.593;
1164.5920;11.6201;17.5519;−10.3955;0.0000;−31.546;−7.343;0.593;
1164.6550;11.6201;17.5519;−10.3955;0.0000;−31.463;−7.644;0.650;
1164.6560;11.4988;17.7448;−10.4829;0.0000;−30.919;−7.644;0.650;
1164.7150;11.4988;17.7448;−10.4829;0.0000;−31.068;−7.013;0.587;
1164.7830;11.4988;17.7448;−10.4829;0.0000;−30.883;−6.979;1.017;
1164.7920;11.4988;17.7448;−10.4829;0.0000;−30.883;−6.979;1.017;
1164.8440;11.4416;17.4507;−10.1621;0.0000;−31.215;−6.979;1.017;
1164.8540;11.4416;17.4507;−10.1621;0.0000;−31.643;−7.424;−0.162;
1164.9240;11.4416;17.4507;−10.1621;0.0000;−31.434;−7.794;0.163;
1164.9930;11.4416;17.4507;−10.1621;0.0000;−31.434;−7.794;0.163;
1165.0120;11.4416;17.4507;−10.1621;0.0000;−31.231;−7.019;0.962;
1165.0460;12.1851;17.4508;−10.3466;0.0000;−32.837;−7.019;0.962;
1165.0640;12.1851;17.4508;−10.3466;0.0000;−32.778;−7.164;1.029;
1165.1340;12.1851;17.4508;−10.3466;0.0000;−33.136;−7.364;0.108;
1165.1930;12.1851;17.4508;−10.3466;0.0000;−33.136;−7.364;0.108;
1165.2040;12.1851;17.4508;−10.3466;0.0000;−33.129;−7.284;0.162;
1165.2450;12.1077;17.3305;−10.7710;0.0000;−33.052;−7.284;0.162;
1165.2740;12.1077;17.3305;−10.7710;0.0000;−32.832;−7.190;0.696;
1165.3440;12.1077;17.3305;−10.7710;0.0000;−32.949;−6.859;0.592;
1165.3920;12.1077;17.3305;−10.7710;0.0000;−32.949;−6.859;0.592;
1165.4140;12.1077;17.3305;−10.7710;0.0000;−32.856;−7.410;0.540;
